,course_code,title,instructor,distros,time,location
456,PHYS0222A-S26,Experimental Physics I,Anne Goodsell,DED SCI,"8:15am-9:30am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 538 (MBH 538)
457,PHYS0318A-S26,Quantum Mechanics,Chris Herdman,,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 503 (MBH 503)
458,PHYS0330A-S26,Analytical Mechanics,Michael Dunham,,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 503 (MBH 503)
459,PHYS0345A-S26,High Energy Astrophysics,McKinley Brumback,,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 538 (MBH 538)
460,PHYS0355A-S26,Observational Astrophysics,Eilat Glikman,,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 503 (MBH 503)
461,PHYS0355B-S26,Observational Astrophysics,Eilat Glikman,CW,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 503 (MBH 503)
462,PHYS0380A-S26,General Relativity,Noah Graham,DED SCI,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 503 (MBH 503)
463,PHYS0704A-S26,Senior Project,Michael Dunham,,"8:40am-9:30am on Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 530 (MBH 530)
464,PSCI0101A-S26,Intro to Political Philosophy,Daniel Fram,"EUR PHL, SOC","9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 219 (AXN 219)
465,PSCI0102A-S26,American Political Regime,Murray Dry,"AMR NOR, SOC","2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 311 (MNR 311)
466,PSCI0103A-S26,Intro to Comparative Politics,Sebnem Gumuscu,CMP SOC,"8:40am-9:30am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 103 (AXN 103)
467,PSCI0103B-S26,Intro to Comparative Politics,Erik Bleich,CMP SOC,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 317 (MNR 317)
468,PSCI0109A-S26,International Politics,Caileigh Glenn,CMP SOC,"8:40am-9:30am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 232 (AXN 232)
469,PSCI0109B-S26,International Politics,Amy Yuen,CMP SOC,"9:45am-10:35am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Hillcrest 103 (HLD 103)
470,PSCI0140A-S26,"Social Capital Networks &Trust
Please register via INTD 0140A",Michal Strier,CMP SOC,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 104 (AXN 104)
471,PSCI0208A-S26,Politics of US Congress,Matthew Dickinson,AMR NOR,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 317 (MNR 317)
472,PSCI0213A-S26,QualitativeMethods in Poli Sci,Ajay Verghese,DED,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
473,PSCI0214A-S26,Intl Environmental Politics,Kemi Fuentes-George,CMP SOC,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 229 (AXN 229)
474,PSCI0219A-S26,Free Speech v. Racist Speech,Erik Bleich,CMP SOC,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 317 (MNR 317)
475,PSCI0227A-S26,Russian Politics,Margaret Hanson,"EUR HIS, SOC","9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 317 (MNR 317)
476,PSCI0239A-S26,Future Great Power Relations,Mark Williams,CMP SOC,"2:15pm-3:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Robert A. Jones '59 House CON (RAJ CON)
477,PSCI0243A-S26,Pan-African Philosophy,Kemi Fuentes-George,"CMP CW, PHL","11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 104 (AXN 104)
478,PSCI0256A-S26,Politics of India,Ajay Verghese,SOA SOC,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
479,PSCI0260A-S26,Pol Economy Drug Trafficking,Mark Williams,"AMR CMP, CW, SOC","2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Robert A. Jones '59 House CON (RAJ CON)
480,PSCI0304A-S26,"Internatl Political Economy
Internat'l Political Economy",Gary Winslett,SOC,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 317 (MNR 317)
481,PSCI0310A-S26,American Public Policy,Christopher Klyza,"AMR NOR, SOC","9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",Hillcrest 103 (HLD 103)
482,PSCI0312A-S26,Bureaucracy,Matthew Dickinson,,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 317 (MNR 317)
483,PSCI0318A-S26,Modern Political Philosophy,Murray Dry,"EUR PHL, SOC","1:10pm-2:00pm on Friday at MNR 311 (Feb 9, 2026 to May 11, 2026)
2:15pm-3:30pm on Monday, Wednesday at MNR 311 (Feb 9, 2026 to May 11, 2026)",Munroe Hall 311 (MNR 311)
484,PSCI0322A-S26,War and Peace,Amy Yuen,SOC,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 311 (MNR 311)
485,PSCI0409A-S26,Cosmopolitanism & Nationalism,Daniel Fram,"CMP EUR, PHL, SOC","1:30pm-4:15pm on Tuesday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 401 (MNR 401)
486,PSCI0466A-S26,Political Economy of Security,Caileigh Glenn,CMP SOC,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 317 (MNR 317)
487,PSCI0468A-S26,"Pol Econ of the Middle East
Please register via ECON 0468A","Cihan Artunc, Sebnem Gumuscu","CMP MDE, SOC","11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
488,PSCI0475A-S26,Authoritarian Legality,Margaret Hanson,CMP SOC,"1:30pm-4:15pm on Thursday (Feb 9, 2026 to May 11, 2026)",Munroe Hall 317 (MNR 317)
489,PSCI0483A-S26,Rise of Asia and U.S. Policy,Jeffrey Lunstead,"CMP NOA, SOC","2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Axinn Center 220 (AXN 220)
490,PSYC0105A-S26,Introduction To Psychology,Kim Cronise,SOC,"11:15am-12:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 104 (MBH 104)
491,PSYC0105B-S26,Introduction To Psychology,Gina Thomas,SOC,"8:15am-9:30am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 104 (MBH 104)
492,PSYC0105C-S26,Introduction To Psychology,Matthew Kimble,SOC,"9:45am-11:00am on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",Hillcrest 103 (HLD 103)
493,PSYC0105D-S26,Introduction To Psychology,Ann Nordmeyer,SOC,"12:45pm-2:00pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 438 (MBH 438)
494,PSYC0201A-S26,Psychological Statistics,Mike Dash,DED,"9:45am-10:35am on Monday, Wednesday, Friday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 168 (MBH 168)
495,PSYC0201B-S26,Psychological Statistics,Laura MacMullin,DED,"11:15am-12:30pm on Monday, Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 438 (MBH 438)
496,PSYC0202A-S26,Research Methods in Psychology,Robert Moeller,CW DED,"9:45am-11:00am on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",Ross Commons Dining 011 (RCD 011)
497,PSYC0202B-S26,Research Methods in Psychology,Olga Parshina,CW DED,"12:45pm-2:00pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 438 (MBH 438)
498,PSYC0203A-S26,Social Psychology,Carlos Velez,SOC,"2:15pm-3:30pm on Tuesday, Thursday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 169 (MBH 169)
499,PSYC0203B-S26,Social Psychology,Sue Fenstermacher,SOC,"7:00pm-10:00pm on Wednesday (Feb 9, 2026 to May 11, 2026)",McCardell Bicentennial Hall 104 (MBH 104)
